river,sdate,fdval
2012,Hatea River,297.9187
2012,Mangahahuru Stream,192.8767
2012,Awanui River,171.2128
2012,Waipapa River,165.2469
2012,Kerikeri River,274.9741
2012,Mangere Stream,593.3754
2012,Waiotu River,291.5482
2012,Whakapara River,177.478
2012,Kaihu River,184.665
2012,Opouteke River,126.996
2012,Kaeo River,317.2111
2012,Waitangi River,230.0948
2012,Ruakaka River,444.4212
2012,Punakitere River,265.0079
2012,Victoria River,70.4194
2012,Waiarohia Stream,290.0448
2012,Waipao River,954.4728
2012,Paparoa Stream,278.5955
2012,Mangamuka River,100.8657
2012,Oruru River,185.8028
2012,Utakura River,148.6925
2012,Hakaru River,181.6224
2012,Mangakahia River,140.7835
2012,Waimamaku River,277.6195
2012,Ngunguru River,129.052
2012,Kauru River,39.619
2012,Kakanui River,96.1042
2012,Waiareka Creek,499.0185
2012,Waianakarua River,120.4815
2012,Trotter's Creek,307.0238
2012,Shag River,161.3958
2012,Waikouaiti River,67.2174
2012,Lindsays Creek,391.4444
2012,Water Of Leith,456.5
2012,Kaikorai Stream,286.0
2012,Taieri River,163.5397
2012,Kye Burn,55.0278
2012,Main Drain,511.8846
2012,Waipori River,59.2222
2012,Silverstream,137.8333
2012,Tokomairiro West Branch,374.0
2012,Mill Creek,185.3611
2012,Fraser River,28.25
2012,Pomahaka River,400.7333
2012,Cardrona River,37.5
2012,Manuherikia River,152.8889
2012,Lindis River,41.6905
2012,Crookston Burn,1143.2286
2012,Heriot Burn,992.6296
2012,Waipahi River,731.5889
2012,Wairuna Stream,5567.8704
2012,Manuherikia,116.6204
2012,Waitahuna River,413.7037
2012,Dunstan Creek,40.5
2012,Dart River,24.1571
2012,Matukituki River,32.7059
2012,Luggate Creek,25.0556
2012,Hawea River,18.1667
2012,Catlins River,262.6875
2012,Aorere,42.4617
2012,Black Vly,108.7112
2012,Graham,5.6233
2012,Hunters,8.3333
2012,Kaituna,41.5124
2012,Kikiwa,1160.7072
2012,Lee,11.0305
2012,Little Sydney,116.1148
2012,Mangles,49.7578
2012,Matakitaki,5.6
2012,Motupiko,29.9679
2012,Motupipi,446.9403
2012,Murchison Ck,287.0815
2012,Onahau,90.8937
2012,Onekaka,73.9816
2012,Reservoir Ck,136.6319
2012,Riwaka,13.6798
2012,Roding,14.1379
2012,Sherry,53.819
2012,Takaka,46.8778
2012,Waimea,101.8783
2012,Wairoa,7.2819
2012,Waiwhero,108.0396
2012,Wangapeka,35.0507
2012,Powell,631.4172
2012,Tasman,217.6815
2012,Seaton Vly,37.179
2012,Winter,89.0
2012,Mangaehu River,141.0654
2012,Maketawa Stream,154.8144
2012,Mangaoraka Stream,550.6841
2012,Patea River,175.2538
2012,Punehu Stream,216.8178
2012,Stony River,102.0762
2012,Waingongoro River,418.9049
2012,Waiwhakaiho River,123.2429
2012,Arnold River,50.2904
2012,Baker Creek,120.1943
2012,Berry Creek,112.8732
2012,Blackwater Creek,680.992
2012,Bradshaws Creek,252.6082
2012,Burkes Creek,159.0833
2012,Crooked River,39.3087
2012,Duck Creek,276.4781
2012,Harris Creek,183.3433
2012,Ellis Creek,127.6875
2012,Ford Creek,35.4547
2012,La Fontaine Stream,113.4604
2012,Molloy Creek,169.1333
2012,Murray Creek,206.294
2012,Mawheraiti River,218.2843
2012,Nelson Creek,46.8758
2012,Orowaiti River,52.8032
2012,Okutua Creek,32.9404
2012,Page Stream,51.441
2012,Poerua River,66.3229
2012,Sawyers Creek,183.3018
2012,Seven Mile Creek,79.8135
2012,Unnamed Creek,264.1518
2012,Vickers Creek,133.7036
2012,Hohonu River,21.3443
2012,Orangipuku River,125.9089
2013,Aparima River,223.8464
2013,Cromel Stream,26.931
2013,Here Here,328.0992
2013,Rangitaiki,216.1635
2013,Wangapeka,42.1273
2013,Deep Creek,336.8162
2013,Matakana River,107.4514
2013,Mahurangi River,148.725
2013,Waiwera River,363.2689
2013,West Hoe,51.2056
2013,Okura Creek,606.6222
2013,Vaughans,334.9528
2013,Oteha,347.1944
2013,Lucas,311.5986
2013,Opanuku,226.275
2013,Oakley,1234.2972
2013,Otara Creek,619.3174
2013,Pakuranga Creek,920.5069
2013,Otaki,1485.9167
2013,Omaru,443.6556
2013,Wairoa River,174.7444
2013,Wairoa Trib,104.4764
2013,Waitangi Stream,446.7494
2013,Puhinui Creek,465.7917
2013,Whangamaire,4861.2444
2013,Ngakaroa,1359.6375
2013,Papakura Stream,2142.6667
2013,Cascade Stream,55.7589
2013,Kumeu River,375.7083
2013,Riverhead,70.3778
2013,Kaukapakapa,268.7653
2013,Makerau,158.375
2013,Nukuhou River,210.7329
2013,Whakatane River,120.6042
2013,Ngongotaha Stream,261.3663
2013,Ohau Channel,67.7161
2013,Tarawera River,101.0762
2013,Lake Rotoiti Outlet to Kaituna,62.3542
2013,Pongakawa River,511.1273
2013,Kaituna River,194.7348
2013,Ngamuwahine Stream,123.6013
2013,Omanawa River,420.7331
2013,Puarenga Stream,279.9529
2013,Waitahanui Stream,308.3822
2013,Waioeka River,40.4649
2013,Waimapu River,411.5493
2013,Waimapu,343.3509
2013,Uretara Stream,163.521
2013,Tuapiro Stream,92.111
2013,Waitao Stream,216.0095
2013,Kopurererua Stream,412.2165
2013,Waipapa,133.8486
2013,Te Mania Stream,192.3206
2013,Aongatete River,177.1246
2013,Waiau Stream,145.6928
2013,Omarama Stream,127.6912
2013,Willowburn,407.4459
2013,Maerewhenua River,95.1884
2013,Sutherlands Creek,155.6516
2013,Hakataramea River,66.7119
2013,Otiake River,15.8061
2013,Penticotico Stream,719.6621
2013,Maryburn,50.7332
2013,Otematata River,13.6982
2013,Wairepo Creek,54.5544
2013,Cattle Creek,110.7841
2013,Deadman Stream,563.6766
2013,Ashburton River,260.4291
2013,Rangitata River,122.9908
2013,Smithfield Creek,1496.124
2013,Taumatakahu Stream,580.1919
2013,Temuka River,643.7951
2013,Raukapuka Creek,897.562
2013,Waihi River,74.3826
2013,Tengawai River,200.446
2013,Saltwater Creek,278.5847
2013,Boundary Drain,3705.0356
2013,Petries Drain,1926.5708
2013,Rhodes Stream,3806.211
2013,Waihao River,175.1462
2013,Hae Hae Te Moana,57.3562
2013,Ohapi Creek,516.2199
2013,Buchanans Creek,438.795
2013,Sir Charles Creek,1211.318
2013,Hook River,861.3229
2013,Coopers Creek,514.7904
2013,Taitarakihi Creek,440.5623
2013,Mckinnons Stream,1936.4333
2013,Forks Stream,32.6385
2013,Irishman Creek,19.8648
2013,Orari River,411.4164
2013,Leader River,137.612
2013,Waipara River,133.4209
2013,Ashley River,91.5519
2013,Taranaki Creek,543.7499
2013,Waikuku Stream,302.5644
2013,Cam River,476.3597
2013,Southbrook Stream,729.5556
2013,Cust River,1461.418
2013,Ohoka River,1474.4274
2013,South Branch,198.3409
2013,Aylmers Valley Stream,290.0728
2013,Kaituna Stream,257.1697
2013,LII Stream,1139.929
2013,Selwyn River,843.3799
2013,Waireka River,421.5832
2013,Boggy Creek,1904.496
2013,Doyleston Drain,1200.5897
2013,Harts Creek,2216.0532
2013,Rakaia River,32.8574
2013,French Farm Stream,221.2909
2013,Styx River,710.1857
2013,Halswell River,1104.2745
2013,Okuti River,152.6955
2013,Okana River,208.2854
2013,Conway River,132.3372
2013,Kowhai River,107.5768
2013,Lyell Creek,476.8628
2013,Okarahia Stream,110.3297
2013,Warren Creek,353.2854
2013,Lee River,1062.8303
2013,Waikewai Creek,1530.9059
2013,Middle Creek,769.8748
2013,Te Wharau Stream,228.5049
2013,Hawkins River,924.18
2013,Living Springs Stream,369.0704
2013,Waiau River,109.0485
2013,Mason River,93.0074
2013,Zephyr Stream,164.7834
2013,North Brook UpStream,308.7544
2013,Wainui Stream,182.1599
2013,Takamatua Stream,205.7657
2013,Kahutara River,154.8032
2013,Blue Duck Creek,298.7094
2013,Hapuka River,47.2996
2013,Barrys Bay Stream,229.3904
2013,Pawsons Stream,336.8992
2013,Purau Stream,128.9568
2013,Teddington Stream,368.8032
2013,Mararoa River,94.2756
2013,Pourakino River,138.411
2013,Otautau Stream,652.7543
2013,Oreti River,177.6515
2013,Irthing Stream,564.7975
2013,Winton Stream,668.0064
2013,Makarewa River,362.5036
2013,Dunsdale Stream,72.2167
2013,Waikiwi Stream,1047.7909
2013,Waihopai River,831.9975
2013,Otepuni Creek,764.341
2013,Mataura River,548.4167
2013,Waikaia River,120.7181
2013,Waikaka Stream,354.4923
2013,Mokoreta River,409.8706
2013,Mimihau Stream Tributary,95.2612
2013,Otamita Stream,981.5076
2013,Waimea Stream,933.4753
2013,Waituna Creek,684.462
2013,Waikopikopiko Stream,118.3367
2013,Waikawa River,333.2554
2013,Waimatuku Stream,942.4912
2013,Oteramika Stream,766.7912
2013,Upukeroa River,71.2465
2013,Mimihau Stream,328.2316
2013,Otapiri Stream,365.6006
2013,Bog Burn,553.375
2013,Tussock Creek,629.2483
2013,Opouriki Stream,795.9381
2013,Mokotua Stream,115.5136
2013,Currens Creek,277.944
2013,Currens Creek Tributary,142.2812
2013,Moffat Creek,410.6205
2013,Orauea River,301.189
2013,Whitestone River,238.0182
2013,Tokanui River,494.8698
2013,Longridge Stream,1460.4549
2013,North Peak Stream,334.6859
2013,Sandstone Stream,738.3335
2013,Waimea Stream tributary,344.591
2013,Awakino River,122.9998
2013,Awaroa Stm (Rotowaro),544.6435
2013,Awaroa River (Waiuku),503.1074
2013,Hikutaia River,78.3142
2013,Hinemaiaia River,49.9605
2013,Kaniwhaniwha Stm,259.3074
2013,Karapiro Stm,276.3562
2013,Kauaeranga River,41.1622
2013,Kawaunui Stm,869.9036
2013,Kirikiriroa Stm,497.4323
2013,Komakorau Stm,908.5234
2013,Kuratau River,148.1014
2013,Little Waipa Stm,542.248
2013,Mangaharakeke Stm (Atiamuri),202.376
2013,Mangakara Stm (Reporoa),487.0745
2013,Mangakino Stm (Whakamaru),223.4143
2013,Mangakotukutuku Stm (Rukuhia),722.0927
2013,Mangamingi Stm (Tokoroa),999.5947
2013,Manganui River,191.6081
2013,Mangaohoi Stm,163.6971
2013,Mangaokewa Stm,407.0123
2013,Mangaone Stm,996.4035
2013,Mangaonua Stm,493.2826
2013,Mangaotaki River,351.3678
2013,Mangapiko Stm (Pirongia/Te Awamutu),702.0953
2013,Mangapu River,456.1278
2013,Mangatangi River,431.8426
2013,Mangatutu Stm (Waikeria),152.1828
2013,Mangauika Stm,109.6128
2013,Mangawara Stm,744.069
2013,Mangawhero Stm (Cambridge),912.766
2013,Mangawhero Stm (Kaihere),200.1449
2013,Mapara Stm (Lake Taupo),315.9006
2013,Marokopa River,154.9905
2013,Matahuru Stm,437.2401
2013,Mokau River,251.5168
2013,Mokauiti Stm,279.3436
2013,Ohaeroa Stm,590.0594
2013,Ohautira Stm,419.5266
2013,Ohinemuri River,313.4124
2013,Ohote Stm,362.1236
2013,Oparau River,103.4054
2013,Opuatia Stm,381.8522
2013,Oraka Stm,745.8522
2013,Otamakokore Stm,298.9633
2013,Piako River,554.4986
2013,Piakonui Stm,101.6715
2013,Pokaiwhenua Stm,585.9541
2013,Pueto Stm,171.0459
2013,Puniu River,391.0286
2013,Tahunaatara Stm,216.7136
2013,Tairua River,83.7286
2013,Tapu River,80.3476
2013,Tawarau River,238.7283
2013,Tokaanu Stm,177.0845
2013,Torepatutahi Stm,235.5915
2013,Waerenga Stm,392.8398
2013,Waihaha River,50.1529
2013,Waihou River,333.8554
2013,Waikato River,123.9258
2013,Waingaro River (Pukemiro),578.1118
2013,Waiohotu Stm,90.3819
2013,Waiomou Stm,232.5508
2013,Waiotapu Stm,599.6782
2013,Waipa River,277.5862
2013,Waipapa Stm (Mokai),416.8366
2013,Waitahanui River,154.353
2013,Waitakaruru River (Hauraki Plains),225.6791
2013,Waitawhiriwhiri Stm,663.153
2013,Waitekauri River,103.5266
2013,Waitetuna River,258.052
2013,Waitoa River,703.1263
2013,Waitomo Stm,244.7299
2013,Waiwawa River,101.5194
2013,Whakapipi Stm,1174.1449
2013,Whakauru Stm,192.2335
2013,Whangamarino River,397.7993
2013,Whangamata Stm (Kinloch),629.3662
2013,Whanganui Stm,131.3099
2013,Whangape Stm,519.2477
2013,Wharekawa River,195.9765
2013,Whareroa Stm (Taupo District),281.3239
2013,Whirinaki Stm,290.5375
2013,Tokaanu Power Station Tailrace Canal,21.0563
2013,Mangapouri Stream,960.5858
2013,Waitohu Stream,152.8562
2013,Otaki River,32.4846
2013,Mangaone Stream,813.5985
2013,Ngarara Stream,272.7729
2013,Waikanae River,177.5452
2013,Whareroa Stream,361.5817
2013,Horokiri Stream,299.3987
2013,Pauatahanui Stream,242.0229
2013,Porirua Stream,518.1741
2013,Makara Stream,288.0429
2013,Karori Stream,697.4517
2013,Kaiwharawhara Stream,483.5057
2013,Hutt River,92.7968
2013,Pakuratahi River,169.7662
2013,Mangaroa River,270.4091
2013,Akatarawa River,65.0933
2013,Whakatikei River,80.2862
2013,Wainuiomata River,78.4429
2013,Orongorongo River,39.3687
2013,Ruamahanga River,230.1032
2013,Mataikona Trib.,87.7813
2013,Taueru River,323.8717
2013,Kopuaranga River,591.9994
2013,Whangaehu River,571.8938
2013,Waipoua River,212.7924
2013,Waingawa River,68.1421
2013,Whareama River,187.8579
2013,Motuwaireka Stream,34.8889
2013,Totara Stream,88.6377
2013,Parkvale Trib.,1563.5071
2013,Parkvale Stream,743.8433
2013,Waiohine River,100.6087
2013,Beef Creek,33.4717
2013,Mangatarere Stream,445.9787
2013,Huangarua River,376.1072
2013,Tauanui River,25.9995
2013,Awhea River,281.6522
2013,Coles Creek Trib.,78.2808
2013,Tauherenikau River,51.7896
2013,Waiorongomai River,29.1988
2013,Esk River,111.2695
2013,Clive river,437.746
2013,Maraetotara River,225.1725
2013,Tutaekuri River,44.2583
2013,Porangahau River,163.2758
2013,Tukituki River,208.5623
2013,Makaretu Stream,184.2782
2013,Tukipo River,443.306
2013,Poukawa Stream,434.103
2013,Mangaorapa Stream,270.4535
2013,Awanui stream,747.6255
2013,Karewarewa stream,1061.6097
2013,Mangaone river,104.3072
2013,Mangatarata stream,651.6059
2013,Waipawa river,111.0458
2013,Mangaonuku stream,624.1204
2013,Ngaruroro River,44.9747
2013,Sandy creek,263.8607
2013,Aropaoanui river,145.801
2013,Mokomokonui river,34.8211
2013,Waiarua stream,201.1592
2013,Kopuawhara stream,89.8637
2013,Aniwaniwa stream,28.1763
2013,Ruakituri river,184.5134
2013,Hangaroa river,185.2354
2013,Taurekaitai Stream,247.9321
2013,Waingongoro stream,621.6284
2013,Puhokio stream,207.1648
2013,Porangahau stream,707.4207
2013,Tutaekuri-Waimate stream,192.8165
2013,Waikari River,186.8873
2013,Ripia river,99.4017
2013,Mangakuri Stream,215.1175
2013,Taharua River,887.9639
2013,Waitio stream,146.9517
2013,Mohaka River,133.3453
2013,Taipo,385.3168
2013,Taharua Stream,459.2911
2013,Mangawhero River,314.564
2013,Mangaehuehu Stream,66.8717
2013,Makotuku River,473.653
2013,Arawhata Drain,3243.1542
2013,Patiki Stream,2232.7384
2013,Hautapu River,140.214
2013,Mangatainoka River,139.1668
2013,Mangatera Stream,470.1175
2013,Mowhanau Stream,370.6897
2013,Manawatu River,258.1185
2013,Oroua River,354.1589
2013,Pongaroa River,179.8084
2013,Porewa Stream,445.4275
2013,Rangitikei River,114.323
2013,Rangitawa Stream,1195.1249
2013,Tokiahuru Stream,192.3867
2013,Whanganui River,168.6773
2013,Ohau River,84.2193
2013,Tokomaru River,53.4677
2013,Tamaki River,139.2511
2013,Mangahao River,97.4639
2013,Pohangina River,59.9018
2013,Oroua Tributary,654.5712
2013,Makuri River,329.5092
2013,Oruakeretaki Stream,348.4231
2013,Kumeti Stream,294.5875
2013,Piakatutu,775.5923
2013,Owahanga River,195.6616
2013,Tiraumea River,300.3213
2013,Ohura River,444.0487
2013,Makakahi River,162.0402
2013,Mangapapa Stream,176.7881
2013,Raparapawai Stream,288.9343
2013,Mangatoro River,256.4173
2013,Waikawa Stream,242.7906
2013,Mangaore Stream,86.0234
2013,Manakau Stream,261.5735
2013,Mangaatua Stream,285.1343
2013,Ongarue River,274.0328
2013,Hokio Stream,423.1961
2013,Tutaenui Stream,1200.2868
2013,Kahuterawa Stream,88.8895
2013,Turakina River,398.4799
2013,Mangarangiora tributary,500.2185
2013,Unnamed Tributary of Waipu Str,885.74
2013,Makotuku at Raetihi,765.0624
2013,Hoteo,173.5947
2013,Rangitopuni,200.9621
2013,Clutha,36.5508
2013,Kawarau,25.6901
2013,Shotover,22.833
2013,Hurunui,140.4584
2013,Waimakariri,87.0944
2013,Taieri,113.5943
2013,Sutton Stm,97.5613
2013,Mataura,347.6971
2013,Oreti,324.0962
2013,Waiau,104.0882
2013,Monowai,13.7377
2013,Waipaoa,171.6162
2013,Waikohu,193.8291
2013,Motu,93.6302
2013,Buller,44.9123
2013,Grey,61.8943
2013,Haast,15.2992
2013,Waipa,258.433
2013,Waikato,136.1198
2013,Waihou,435.6015
2013,Ohinemuri,178.2347
2013,Makaroro,30.2361
2013,Tukituki,229.2808
2013,Ngaruroro,38.2364
2013,Mohaka,81.8216
2013,Motueka,85.4189
2013,Wairau,44.9505
2013,Tarawera,104.6583
2013,Whirinaki,56.2385
2013,Opihi,351.1295
2013,Opuha,136.0429
2013,Waitaki,28.3326
2013,Hakataramea,67.5837
2013,Whanganui,168.5037
2013,Tongariro,24.9651
2013,Waitara,242.4107
2013,Manganui,85.1281
2013,Waingongoro,593.7719
2013,Rangitikei,108.2237
2013,Manawatu,319.9796
2013,Waitangi,298.7217
2013,Mangakahia,137.0386
2013,Wairua,204.9328
2013,Hutt,77.474
2013,Ruamahanga,161.6052
2013,Saxton Creek,399.0889
2013,Orphanage Stream,74.98
2013,Poorman Valley Stream,56.1375
2013,Jenkins Creek,105.56
2013,York Stream,201.865
2013,The Brook,44.3
2013,Maitai River,22.1182
2013,Sharland Creek,118.8667
2013,Groom Creek,164.1571
2013,Todds Valley,88.6467
2013,Wakapuaka River,40.3765
2013,Lud River,74.7387
2013,Teal River,36.1333
2013,Pritchards Stream,13.34
2013,Whangamoa River,15.0435
2013,Graham Stream,11.3333
2013,Collins River,20.9062
2013,Dencker Creek,26.9812
2013,Hillwood Valley Creek,121.6133
2013,Waiharakeke River,451.4357
2013,Hatea River,259.5467
2013,Mangahahuru Stream,208.2389
2013,Awanui River,128.6753
2013,Waipapa River,173.3899
2013,Kerikeri River,606.9102
2013,Mangere Stream,283.8493
2013,Waiotu River,307.4929
2013,Whakapara River,310.931
2013,Kaihu River,168.3489
2013,Opouteke River,65.0005
2013,Kaeo River,201.8974
2013,Waitangi River,310.2114
2013,Ruakaka River,397.4275
2013,Punakitere River,260.4496
2013,Victoria River,41.4827
2013,Waiarohia Stream,331.2368
2013,Waipao River,858.1705
2013,Mangamuka River,157.699
2013,Oruru River,89.4983
2013,Utakura River,142.3707
2013,Hakaru River,328.5402
2013,Mangakahia River,136.884
2013,Waimamaku River,109.177
2013,Kauru River,135.1667
2013,Kakanui River,178.9917
2013,Waiareka Creek,571.697
2013,Waianakarua River,150.8182
2013,Trotter's Creek,486.6667
2013,Shag River,189.175
2013,Waikouaiti River,97.6296
2013,Lindsays Creek,459.4074
2013,Water Of Leith,357.963
2013,Kaikorai Stream,353.0185
2013,Taieri River,126.2619
2013,Kye Burn,124.5741
2013,Main Drain,609.7727
2013,Waipori River,42.8125
2013,Silverstream,342.5
2013,Tokomairiro West Branch,248.1111
2013,Mill Creek,198.7778
2013,Fraser River,89.7407
2013,Pomahaka River,278.6587
2013,Cardrona River,70.7593
2013,Manuherikia River,139.3519
2013,Lindis River,97.614
2013,Crookston Burn,1366.9259
2013,Heriot Burn,1290.2917
2013,Waipahi River,673.9841
2013,Wairuna Stream,1057.0972
2013,Manuherikia,107.6944
2013,Waitahuna River,287.4722
2013,Dunstan Creek,42.463
2013,Dart River,198.037
2013,Matukituki River,109.4074
2013,Luggate Creek,33.0741
2013,Hawea River,17.8981
2013,Catlins River,221.0185
2013,Aorere,56.0514
2013,Black Vly,123.7
2013,Graham,12.2556
2013,Hunters,7.7875
2013,Kaituna,24.9979
2013,Kikiwa,131.65
2013,Lee,11.0636
2013,Little Sydney,154.81
2013,Mangles,23.6875
2013,Matakitaki,286.3722
2013,Motupiko,15.3111
2013,Motupipi,419.3642
2013,Murchison Ck,712.05
2013,Onahau,268.175
2013,Onekaka,91.3731
2013,Reservoir Ck,192.5
2013,Riwaka,36.98
2013,Roding,22.6455
2013,Sherry,1251.6429
2013,Takaka,57.7808
2013,Waimea,118.3926
2013,Wairoa,9.3
2013,Waiwhero,362.55
2013,Powell,741.4978
2013,Tasman,434.6556
2013,Seaton Vly,22.2625
2013,Winter,69.3
2013,Mangaehu River,108.8644
2013,Maketawa Stream,240.7192
2013,Mangaoraka Stream,439.3444
2013,Patea River,193.3244
2013,Punehu Stream,270.6411
2013,Stony River,17.8587
2013,Waingongoro River,509.8317
2013,Waiwhakaiho River,87.3994
2013,Arnold River,54.5266
2013,Baker Creek,157.639
2013,Berry Creek,172.7204
2013,Blackwater Creek,630.98
2013,Bradshaws Creek,705.2856
2013,Harris Creek,295.581
2013,Crooked River,38.1825
2013,Duck Creek,312.3781
2013,Ellis Creek,155.195
2013,Ford Creek,65.047
2013,La Fontaine Stream,154.409
2013,Molloy Creek,211.4424
2013,Mawheraiti River,173.0811
2013,Murray Creek,205.1962
2013,Nelson Creek,73.7725
2013,Okutua Creek,38.2357
2013,Orowaiti River,70.8923
2013,Page Stream,50.6415
2013,Poerua River,75.5467
2013,Sawyers Creek,688.8266
2013,Seven Mile Creek,80.1851
2013,Unnamed Creek,416.19
2013,Vickers Creek,178.5686
2013,Hohonu River,41.0514
2013,Orangipuku River,150.576
